PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
349,0,3,Passenger 349,male,23.448331613459906,0,0,TKT00349,10.7812,,C
350,1,1,Passenger 350,female,21.18917721931694,0,0,TKT00350,43.0639,,S
351,0,3,Passenger 351,male,36.5494769607352,0,0,TKT00351,18.7417,,S
352,1,1,Passenger 352,male,32.73145562400043,1,0,TKT00352,179.8953,,S
353,0,3,Passenger 353,male,,0,2,TKT00353,5.4308,,S
354,0,3,Passenger 354,male,31.846233383696127,0,0,TKT00354,10.269,,Q
355,0,3,Passenger 355,male,41.462695304864184,1,1,TKT00355,21.2012,,S
356,0,3,Passenger 356,male,31.324295461407804,0,1,TKT00356,6.2575,,S
357,0,3,Passenger 357,male,40.98564202584361,0,1,TKT00357,15.4857,,S
358,1,3,Passenger 358,female,42.19151878513294,0,0,TKT00358,20.792,,Q
359,1,3,Passenger 359,female,18.73662717685261,0,0,TKT00359,12.43,,S
360,1,3,Passenger 360,male,4.685983343809557,2,0,TKT00360,15.3717,,S
361,0,3,Passenger 361,male,51.608899984203745,0,2,TKT00361,26.5045,,S
362,0,1,Passenger 362,male,33.593222229971666,1,0,TKT00362,168.2224,,S
363,1,1,Passenger 363,male,,0,0,TKT00363,68.075,,C
364,0,1,Passenger 364,male,20.006527038938046,1,0,TKT00364,55.0876,,S
365,0,3,Passenger 365,female,40.8062400931776,0,0,TKT00365,7.9321,,S
366,1,2,Passenger 366,female,26.084524364139497,0,1,TKT00366,38.8035,,S
367,1,3,Passenger 367,female,22.831140129532223,0,0,TKT00367,6.4728,,C
368,0,3,Passenger 368,male,49.61234604438153,0,0,TKT00368,10.7108,,S
369,1,2,Passenger 369,female,15.337979950626654,0,0,TKT00369,26.1824,,S
370,0,3,Passenger 370,male,18.825852991432328,0,0,TKT00370,9.5693,,Q
371,0,3,Passenger 371,male,32.95941065067574,1,0,TKT00371,13.6103,,S
372,0,2,Passenger 372,male,35.46636904875435,0,0,TKT00372,79.2737,,C
373,1,2,Passenger 373,female,36.94880248077024,0,0,TKT00373,23.6688,,C
374,0,2,Passenger 374,male,42.757332623965254,1,0,TKT00374,20.5517,,S
375,1,1,Passenger 375,female,32.780100689541236,1,1,TKT00375,110.5419,,S
376,0,1,Passenger 376,male,,0,0,TKT00376,77.9687,,S
377,0,3,Passenger 377,female,,0,0,TKT00377,22.9337,,S
378,1,2,Passenger 378,male,30.877776245314,0,1,TKT00378,26.9231,,S
379,0,2,Passenger 379,male,31.50547852075088,2,0,TKT00379,22.3558,,Q
380,1,3,Passenger 380,female,33.011373901466506,1,0,TKT00380,5.3775,,S
381,1,3,Passenger 381,male,40.81555730615865,0,0,TKT00381,5.7894,,S
382,0,3,Passenger 382,male,37.772039547227635,0,0,TKT00382,5.2532,,S
383,0,3,Passenger 383,male,30.619038040602565,0,1,TKT00383,14.2337,,S
384,0,3,Passenger 384,male,18.672236210825442,1,0,TKT00384,6.5006,,S
385,0,2,Passenger 385,male,,0,0,TKT00385,43.9866,,C
386,0,3,Passenger 386,male,29.607751011459584,0,1,TKT00386,12.1644,,S
387,0,3,Passenger 387,male,32.704542117384776,0,1,TKT00387,10.7513,,S
388,1,3,Passenger 388,female,60.89135429996563,0,1,TKT00388,8.2085,,S
389,1,1,Passenger 389,male,22.667181100422702,1,0,TKT00389,92.6206,,S
390,0,3,Passenger 390,male,,0,0,TKT00390,8.3552,,Q
391,0,3,Passenger 391,male,44.95846894142017,0,1,TKT00391,7.7021,,S
392,0,1,Passenger 392,male,31.37202679739136,0,0,TKT00392,119.4924,,S
393,0,3,Passenger 393,male,62.72983166841031,0,0,TKT00393,14.0762,,S
394,1,3,Passenger 394,female,24.707449915759327,2,0,TKT00394,10.7961,,S
395,1,1,Passenger 395,female,34.53724911248066,1,0,TKT00395,93.4232,,S
396,0,3,Passenger 396,male,18.816719571498254,1,0,TKT00396,12.0483,,C
397,0,3,Passenger 397,male,,1,1,TKT00397,14.2572,,Q
398,0,2,Passenger 398,male,33.48507474555321,0,0,TKT00398,17.3102,,S
399,0,3,Passenger 399,male,41.84825687230821,0,0,TKT00399,30.4652,,S
400,0,2,Passenger 400,male,34.46732767633004,0,0,TKT00400,19.2603,,S
401,1,2,Passenger 401,female,47.627607890686306,0,1,TKT00401,50.3543,,S
402,0,3,Passenger 402,male,28.670485651702595,1,0,TKT00402,11.0222,,S
403,0,3,Passenger 403,male,25.349640582253926,0,0,TKT00403,17.255,,S
404,0,1,Passenger 404,male,,0,1,TKT00404,97.4068,,S
405,0,3,Passenger 405,male,35.51932709218843,0,1,TKT00405,20.1054,,S
406,0,3,Passenger 406,male,19.927258356300335,1,0,TKT00406,8.2205,,S
407,0,2,Passenger 407,male,20.280307328527037,0,1,TKT00407,40.5652,,S
408,1,3,Passenger 408,female,16.80248119656123,0,1,TKT00408,27.5445,,S
409,1,1,Passenger 409,male,43.11197098199503,0,1,TKT00409,62.3076,,S
410,0,3,Passenger 410,male,24.898717899494613,0,1,TKT00410,12.1889,,S
411,0,3,Passenger 411,male,31.7830746591908,1,2,TKT00411,9.4816,,C
412,0,3,Passenger 412,female,,0,0,TKT00412,10.2678,,S
413,1,1,Passenger 413,male,40.240893711173086,0,1,TKT00413,151.2048,,S
414,1,3,Passenger 414,female,,2,0,TKT00414,7.637,,S
415,1,1,Passenger 415,female,14.941987993997783,0,1,TKT00415,45.8118,,
416,0,2,Passenger 416,male,33.14016230054232,0,0,TKT00416,51.6134,,S
417,1,1,Passenger 417,female,38.41342998579856,1,0,TKT00417,92.7161,,S
418,0,3,Passenger 418,male,34.65545238336697,0,0,TKT00418,31.1581,,S
419,1,1,Passenger 419,female,18.667647792637414,2,1,TKT00419,57.1568,,S
420,0,3,Passenger 420,male,39.484787789279515,0,0,TKT00420,12.7017,,C
421,1,3,Passenger 421,female,19.58594702066112,0,1,TKT00421,8.9138,,C
422,1,1,Passenger 422,male,22.698458972990633,0,1,TKT00422,74.6627,,S
423,1,1,Passenger 423,male,16.78465065389197,0,0,TKT00423,31.5052,,S
424,1,1,Passenger 424,male,,2,0,TKT00424,95.2709,,S
425,1,3,Passenger 425,female,38.867901574382884,1,1,TKT00425,13.8803,,S
426,0,3,Passenger 426,male,38.469907259504225,0,2,TKT00426,11.6932,,S
427,0,1,Passenger 427,male,47.46095989599431,1,1,TKT00427,58.723,,S
428,1,3,Passenger 428,female,69.37708947534213,0,1,TKT00428,8.0226,,S
429,1,1,Passenger 429,female,,0,1,TKT00429,97.1218,,S
430,0,3,Passenger 430,male,19.662727867720484,0,0,TKT00430,7.0845,,S
431,0,3,Passenger 431,male,21.373548821556668,0,1,TKT00431,15.1085,,S
432,0,3,Passenger 432,male,,1,0,TKT00432,30.5208,,S
433,1,3,Passenger 433,female,14.913834533548023,0,1,TKT00433,23.4153,,S
434,0,3,Passenger 434,male,25.804857103224883,1,0,TKT00434,6.0958,,S
435,1,1,Passenger 435,female,12.967547985948332,1,0,TKT00435,54.9796,,C
436,0,1,Passenger 436,male,34.690593145523785,0,0,TKT00436,84.6181,,C
437,1,1,Passenger 437,male,30.723776500000604,1,0,TKT00437,67.8208,,S
438,0,3,Passenger 438,male,36.734401306691176,0,2,TKT00438,6.3928,,S
439,0,3,Passenger 439,male,,0,1,TKT00439,14.272,,S
440,1,3,Passenger 440,female,,0,1,TKT00440,11.946,,S
441,0,3,Passenger 441,male,,0,0,TKT00441,28.399,,S
442,0,1,Passenger 442,male,59.69600763687134,0,2,TKT00442,62.461,,S
443,1,3,Passenger 443,female,33.28203563074937,1,1,TKT00443,20.2977,,S
444,1,1,Passenger 444,female,3.92521346325287,0,0,TKT00444,39.5793,,C
445,1,2,Passenger 445,female,15.966739559272956,0,0,TKT00445,15.741,,S
446,1,3,Passenger 446,male,5.632958153610581,1,0,TKT00446,16.6042,,S
447,0,3,Passenger 447,male,30.2426848081183,0,0,TKT00447,19.5424,,S
448,1,3,Passenger 448,female,28.29472686325333,0,0,TKT00448,7.7997,,S
449,0,1,Passenger 449,male,,1,0,TKT00449,70.7626,,S
450,0,3,Passenger 450,male,58.1529655736072,0,0,TKT00450,6.4443,,Q
451,1,1,Passenger 451,female,,1,1,TKT00451,64.5181,,C
452,0,3,Passenger 452,male,,0,1,TKT00452,17.4881,,S
453,0,3,Passenger 453,male,16.964971168810557,0,0,TKT00453,9.8668,,C
454,1,1,Passenger 454,female,16.01197152136583,0,1,TKT00454,62.579,,S
455,0,1,Passenger 455,male,30.515276987357367,0,0,TKT00455,42.1017,,S
456,0,1,Passenger 456,male,32.42209995513116,0,0,TKT00456,52.2863,,S
457,0,3,Passenger 457,male,4.011638060397601,0,0,TKT00457,26.4712,,S
458,0,3,Passenger 458,male,,0,0,TKT00458,12.4003,,S
459,0,3,Passenger 459,male,30.19700916022907,0,0,TKT00459,7.6436,,S
460,1,3,Passenger 460,female,26.987911679204196,1,0,TKT00460,10.4151,,S
461,1,3,Passenger 461,female,,0,0,TKT00461,5.8478,,C
462,1,1,Passenger 462,male,22.44650745310404,0,0,TKT00462,44.3505,,S
463,0,3,Passenger 463,male,27.523971289980857,0,0,TKT00463,22.1328,,C
464,1,2,Passenger 464,female,31.27120033054067,0,1,TKT00464,23.4474,,S
465,0,3,Passenger 465,male,38.46708215570795,0,0,TKT00465,28.099,,C
466,0,3,Passenger 466,male,45.1319868693122,0,0,TKT00466,11.496,,S
467,0,3,Passenger 467,male,25.8791318706185,1,0,TKT00467,11.8073,,S
468,0,3,Passenger 468,female,23.61381325438499,0,0,TKT00468,16.0115,,S
469,0,1,Passenger 469,male,36.127179429480286,0,0,TKT00469,21.0275,,C
470,1,3,Passenger 470,female,38.55182882975196,1,0,TKT00470,13.1593,,S
471,0,2,Passenger 471,male,23.9211939343756,1,2,TKT00471,24.4549,,S
472,0,3,Passenger 472,male,41.06550867752641,0,0,TKT00472,23.4208,,C
473,1,1,Passenger 473,male,43.714194776183625,0,0,TKT00473,108.0507,,S
474,1,1,Passenger 474,male,,0,2,TKT00474,42.0279,,C
475,0,2,Passenger 475,male,54.896492694077516,1,0,TKT00475,43.7214,,S
476,0,2,Passenger 476,male,,1,0,TKT00476,22.2165,,S
477,0,2,Passenger 477,male,30.194574930655158,2,2,TKT00477,16.641,,S
478,0,3,Passenger 478,male,30.157887752661242,0,0,TKT00478,13.113,,S
479,0,3,Passenger 479,male,28.626970040544894,1,0,TKT00479,10.9535,,S
480,0,2,Passenger 480,male,20.910319125458095,1,1,TKT00480,49.9581,,S
481,1,2,Passenger 481,female,9.202131954765001,0,0,TKT00481,29.1413,,S
482,0,1,Passenger 482,male,31.297512244406054,0,0,TKT00482,76.7875,,C
483,1,3,Passenger 483,female,19.243020766329224,2,0,TKT00483,17.9969,,C
484,1,2,Passenger 484,female,31.20390873046675,2,0,TKT00484,40.8811,,S
485,0,1,Passenger 485,male,18.883390416216052,0,1,TKT00485,99.5956,,S
486,1,2,Passenger 486,female,,1,1,TKT00486,47.3532,,S
487,1,3,Passenger 487,female,33.28017704527657,0,0,TKT00487,15.7811,,C
488,1,1,Passenger 488,male,32.112901375290946,1,0,TKT00488,75.4853,,C
489,1,3,Passenger 489,male,38.109947598493065,3,0,TKT00489,20.9583,,S
490,0,3,Passenger 490,male,60.60209272984675,0,0,TKT00490,11.5191,,S
491,0,3,Passenger 491,male,33.88205343695186,0,0,TKT00491,12.1809,,C
492,0,3,Passenger 492,male,36.79114473889781,0,0,TKT00492,26.0395,,C
493,1,3,Passenger 493,female,,1,0,TKT00493,24.8976,,S
494,1,2,Passenger 494,female,11.983295832490757,0,0,TKT00494,24.9082,,C
495,0,3,Passenger 495,male,52.15961225482667,0,0,TKT00495,9.7846,,S
496,1,3,Passenger 496,female,17.07128308093375,0,2,TKT00496,23.181,,S
497,0,2,Passenger 497,male,15.384782999439011,0,1,TKT00497,35.84,,C
498,1,3,Passenger 498,female,29.45261510296826,1,1,TKT00498,13.8311,,S
499,0,2,Passenger 499,male,28.737306212716565,0,0,TKT00499,21.629,,S
500,1,3,Passenger 500,female,17.364908909793918,2,0,TKT00500,13.9317,,C
501,1,3,Passenger 501,female,25.7303749380166,1,1,TKT00501,11.8833,,C
502,0,3,Passenger 502,male,47.21126004710146,0,0,TKT00502,8.8991,,S
503,0,3,Passenger 503,male,18.71608947635483,0,0,TKT00503,12.7175,,S
504,1,3,Passenger 504,female,10.488585218873595,0,1,TKT00504,13.5224,,C
505,0,3,Passenger 505,male,43.196310692597095,3,0,TKT00505,10.1348,,
506,0,3,Passenger 506,male,,0,0,TKT00506,18.0226,,Q
507,1,2,Passenger 507,female,21.312739310918737,1,0,TKT00507,44.6498,,S
508,0,3,Passenger 508,male,7.849661774223151,0,0,TKT00508,18.5665,,S
509,0,3,Passenger 509,male,19.575273009860116,0,0,TKT00509,10.5973,,S
510,1,1,Passenger 510,male,29.2341378841102,0,2,TKT00510,98.3581,,C
511,0,1,Passenger 511,male,,0,0,TKT00511,72.4994,,Q
512,1,3,Passenger 512,female,15.487852351824802,0,0,TKT00512,6.8814,,S
513,0,1,Passenger 513,male,28.81672165883937,0,0,TKT00513,94.7483,,S
514,0,2,Passenger 514,male,39.45202523852857,0,0,TKT00514,26.6992,,C
515,0,2,Passenger 515,male,0.5,0,0,TKT00515,80.3163,,S
516,1,1,Passenger 516,female,44.4730063511446,0,0,TKT00516,134.864,,S
517,0,2,Passenger 517,male,13.445691989109879,0,0,TKT00517,34.4288,,C
518,0,3,Passenger 518,female,34.647936908397085,1,0,TKT00518,13.4239,,C
519,1,1,Passenger 519,female,33.453564094550416,1,1,TKT00519,75.352,,C
520,0,3,Passenger 520,female,45.18420948049383,0,0,TKT00520,7.6388,,S
521,1,3,Passenger 521,female,37.712941332509565,1,1,TKT00521,5.4869,,S
522,1,2,Passenger 522,female,,0,0,TKT00522,16.8816,,C
523,1,1,Passenger 523,female,,0,0,TKT00523,68.5129,,S
524,0,3,Passenger 524,male,31.93487181094592,0,0,TKT00524,4.6525,,S
525,1,1,Passenger 525,female,27.27028159432298,4,0,TKT00525,54.7923,,C
526,1,2,Passenger 526,male,36.68655021659479,1,0,TKT00526,22.3639,,S
527,0,3,Passenger 527,male,41.05113177937588,1,0,TKT00527,10.8913,,C
528,1,3,Passenger 528,female,38.51832431001551,0,0,TKT00528,8.9096,,S
529,1,3,Passenger 529,female,27.000150804237485,1,0,TKT00529,10.2905,,Q
530,1,2,Passenger 530,female,4.151281844313274,1,0,TKT00530,54.3056,,S
531,0,3,Passenger 531,male,,0,0,TKT00531,16.1654,,S
532,0,3,Passenger 532,male,35.829154073945375,1,0,TKT00532,9.3257,,Q
533,1,2,Passenger 533,male,14.733738464293314,0,1,TKT00533,24.2428,,S
534,0,3,Passenger 534,male,38.837846221702065,0,0,TKT00534,11.8481,,S
535,0,1,Passenger 535,male,42.717506161742264,0,0,TKT00535,49.5467,,S
536,0,1,Passenger 536,male,31.776137668141796,0,0,TKT00536,49.5205,,C
537,0,3,Passenger 537,male,,0,1,TKT00537,18.9091,,C
538,1,1,Passenger 538,female,12.106762922034754,3,0,TKT00538,57.9507,,S
539,0,1,Passenger 539,male,56.40664821978514,0,2,TKT00539,42.7719,,S
540,1,3,Passenger 540,female,,1,0,TKT00540,11.7693,,S
541,0,3,Passenger 541,male,2.2219948761940564,0,0,TKT00541,12.6545,,Q
542,0,3,Passenger 542,male,47.293463436343814,1,0,TKT00542,4.9391,,
543,0,3,Passenger 543,male,,1,0,TKT00543,11.782,,Q
544,0,3,Passenger 544,male,,0,0,TKT00544,17.7342,,S
545,1,1,Passenger 545,female,33.877421453071115,0,1,TKT00545,85.7596,,S
546,0,2,Passenger 546,male,36.41982790697036,0,0,TKT00546,68.189,,C
547,0,2,Passenger 547,male,,0,0,TKT00547,43.8983,,C
548,1,1,Passenger 548,female,39.764836366894,1,0,TKT00548,134.359,,S
549,1,3,Passenger 549,female,61.884026279785374,0,0,TKT00549,42.3067,,S
550,0,2,Passenger 550,male,43.59408870342863,1,1,TKT00550,35.1648,,S
551,1,3,Passenger 551,male,7.875249550162511,1,0,TKT00551,12.9137,,S
552,1,1,Passenger 552,male,36.25326121390465,1,0,TKT00552,108.4922,,S
553,0,1,Passenger 553,male,45.980730753445044,0,0,TKT00553,54.4258,,S
554,0,3,Passenger 554,male,46.83781129150604,0,0,TKT00554,12.5958,,S
555,0,1,Passenger 555,male,24.027530237172606,1,1,TKT00555,52.3011,,Q
556,1,1,Passenger 556,female,46.309222232633786,0,0,TKT00556,83.7292,,C
557,0,2,Passenger 557,male,42.98839359371687,0,1,TKT00557,18.6439,,Q
558,1,3,Passenger 558,male,66.01524411757623,1,1,TKT00558,8.8091,,S
559,0,3,Passenger 559,male,19.499975692520838,0,0,TKT00559,14.454,,S
560,1,3,Passenger 560,female,22.896391930394046,4,1,TKT00560,11.2789,,S
561,0,1,Passenger 561,male,25.714333321560645,1,0,TKT00561,29.4034,,S
562,1,2,Passenger 562,female,23.136889899457145,0,0,TKT00562,12.986,,S
563,1,3,Passenger 563,female,17.53970950330956,0,0,TKT00563,7.1609,,C
564,1,3,Passenger 564,male,0.5,1,0,TKT00564,8.0653,,C
565,0,3,Passenger 565,male,,1,0,TKT00565,14.4602,,C
566,0,3,Passenger 566,male,35.17101283579866,0,1,TKT00566,13.2425,,S
567,0,3,Passenger 567,male,23.09489416291725,0,0,TKT00567,19.3808,,S
568,1,1,Passenger 568,female,57.095336569407536,0,0,TKT00568,98.2245,,S
569,0,2,Passenger 569,male,30.187261378022075,0,0,TKT00569,40.4972,,S
570,0,3,Passenger 570,female,48.074406772577895,0,0,TKT00570,15.7791,,S
571,0,2,Passenger 571,male,33.659885778219554,1,0,TKT00571,27.4738,,S
572,0,3,Passenger 572,male,,0,0,TKT00572,19.6802,,C
573,0,3,Passenger 573,male,,0,0,TKT00573,18.1495,,S
574,0,3,Passenger 574,female,49.16298484664988,0,0,TKT00574,14.2129,,Q
575,0,3,Passenger 575,female,30.78315090185361,0,0,TKT00575,21.2613,,Q
576,0,3,Passenger 576,male,36.945689913243,1,0,TKT00576,4.1758,,S
577,0,3,Passenger 577,male,35.12866107110061,0,2,TKT00577,10.5297,,C
578,0,3,Passenger 578,female,25.964003586217537,0,2,TKT00578,10.4573,,S
579,0,3,Passenger 579,male,,0,1,TKT00579,20.1583,,C
580,1,2,Passenger 580,female,61.281407446767545,0,1,TKT00580,50.7039,,C
581,0,3,Passenger 581,male,26.21444281066381,1,0,TKT00581,6.2484,,C
582,0,3,Passenger 582,male,35.872508499945475,1,0,TKT00582,22.6448,,C
583,1,1,Passenger 583,male,47.6089053121722,0,1,TKT00583,41.3199,,S
584,1,2,Passenger 584,male,45.96354593321992,0,0,TKT00584,14.9592,,C
585,0,3,Passenger 585,male,30.164029848071113,0,0,TKT00585,10.7993,,S
586,0,3,Passenger 586,male,0.5,1,0,TKT00586,10.399,,S
587,1,1,Passenger 587,female,37.233839461078524,2,1,TKT00587,34.7162,,S
588,1,2,Passenger 588,male,,0,0,TKT00588,33.4925,,C
589,0,1,Passenger 589,male,50.57912123317723,0,0,TKT00589,95.0332,,S
590,0,1,Passenger 590,male,32.37263419670565,0,0,TKT00590,112.4843,,
591,0,3,Passenger 591,male,,1,0,TKT00591,9.8735,,C
592,1,2,Passenger 592,male,,1,1,TKT00592,24.5586,,S
593,0,2,Passenger 593,male,8.264895373799238,0,0,TKT00593,24.66,,S
594,0,3,Passenger 594,male,,1,0,TKT00594,25.649,,S
595,0,1,Passenger 595,male,29.529551840614012,1,0,TKT00595,19.5521,,S
596,1,2,Passenger 596,female,23.11842843379968,3,0,TKT00596,16.2526,,C
597,0,3,Passenger 597,male,31.185257930258693,1,0,TKT00597,12.03,,S
598,0,3,Passenger 598,female,68.74410248845163,1,1,TKT00598,7.3625,,S
599,0,3,Passenger 599,male,41.68335766316681,0,1,TKT00599,10.6831,,C
600,0,3,Passenger 600,male,44.69298048208647,0,0,TKT00600,11.3381,,S
601,1,3,Passenger 601,female,41.815116481746976,0,0,TKT00601,8.9258,,C
602,0,3,Passenger 602,male,50.7124700139307,0,0,TKT00602,12.3532,,S
603,1,3,Passenger 603,female,27.338996579389573,1,0,TKT00603,15.92,,C
604,0,3,Passenger 604,male,1.2333416925458884,1,0,TKT00604,10.7896,,S
605,0,3,Passenger 605,male,27.359794137915863,1,1,TKT00605,9.7862,,S
606,1,3,Passenger 606,female,41.364299939951024,0,0,TKT00606,11.1374,,S
607,0,3,Passenger 607,male,16.422794468388968,2,1,TKT00607,11.9599,,S
608,0,1,Passenger 608,male,27.530876693149374,0,0,TKT00608,31.9877,,S
609,0,3,Passenger 609,female,,0,0,TKT00609,14.7701,,C
610,0,2,Passenger 610,female,51.02840952580382,1,0,TKT00610,20.408,,S
611,1,3,Passenger 611,female,,1,2,TKT00611,21.1703,,S
612,0,3,Passenger 612,male,39.121568689015426,1,0,TKT00612,15.6564,,S
613,0,3,Passenger 613,male,38.7024183836936,0,1,TKT00613,20.3166,,S
614,0,3,Passenger 614,female,29.478510464270222,4,0,TKT00614,7.6137,,S
615,1,2,Passenger 615,male,32.76578795538505,0,1,TKT00615,21.1524,,C
616,1,3,Passenger 616,female,,0,0,TKT00616,6.8606,,C
617,0,3,Passenger 617,male,0.5,0,0,TKT00617,8.737,,S
618,0,2,Passenger 618,male,32.10113582483034,0,0,TKT00618,43.918,,S
619,1,1,Passenger 619,female,34.53586358781002,1,1,TKT00619,136.7106,,S
620,1,1,Passenger 620,male,46.92970395795528,0,0,TKT00620,41.7557,,S
621,0,3,Passenger 621,male,51.99870142515314,0,0,TKT00621,9.7638,,S
622,0,3,Passenger 622,male,51.97997878998525,0,0,TKT00622,11.5955,,S
623,1,3,Passenger 623,female,,0,0,TKT00623,15.6181,,C
624,0,3,Passenger 624,female,25.06828951070323,1,0,TKT00624,5.4357,,S
625,0,3,Passenger 625,male,36.72468014233932,1,0,TKT00625,5.8331,,S
626,0,2,Passenger 626,male,65.4466654883905,0,0,TKT00626,31.1623,,S
627,1,3,Passenger 627,female,50.721388851994824,1,1,TKT00627,4.992,,S
628,0,1,Passenger 628,male,,0,1,TKT00628,57.2505,,S
629,0,3,Passenger 629,male,24.570968622309934,0,0,TKT00629,12.908,,S
630,0,3,Passenger 630,male,,1,0,TKT00630,14.4682,,C
631,0,3,Passenger 631,male,41.044710367365354,0,1,TKT00631,11.2586,,S
632,1,3,Passenger 632,female,14.59074230071896,0,0,TKT00632,10.1789,,S
633,1,1,Passenger 633,female,,1,0,TKT00633,102.3657,,S
634,1,2,Passenger 634,female,28.393108713973085,0,0,TKT00634,28.4236,,S
635,0,1,Passenger 635,male,52.30076924771931,1,0,TKT00635,52.3179,,S
636,0,1,Passenger 636,male,25.034237758564515,1,1,TKT00636,71.1984,,S
637,0,3,Passenger 637,male,0.5,0,1,TKT00637,14.2582,,S
638,0,3,Passenger 638,male,37.062225067274554,1,0,TKT00638,26.0004,,S
639,0,3,Passenger 639,male,20.21369405654503,0,0,TKT00639,17.0944,,C
640,0,3,Passenger 640,male,30.596834342128457,0,0,TKT00640,20.7274,,Q
641,0,3,Passenger 641,male,28.78613418821027,0,0,TKT00641,9.1169,,S
642,0,3,Passenger 642,male,26.168144058551245,1,0,TKT00642,9.4785,,S
643,1,1,Passenger 643,female,41.064768144985855,1,0,TKT00643,62.9647,,C
644,1,1,Passenger 644,male,8.5398917030621,0,0,TKT00644,65.6205,,Q
645,0,3,Passenger 645,male,22.761800850638956,0,1,TKT00645,7.624,,C
646,0,3,Passenger 646,female,39.576530783643335,1,0,TKT00646,21.2122,,S
647,1,1,Passenger 647,female,,0,0,TKT00647,104.1678,,S
648,1,3,Passenger 648,female,7.476706070220395,1,0,TKT00648,10.4578,,S
649,0,3,Passenger 649,male,39.3597748055943,0,1,TKT00649,16.0174,,C
650,1,1,Passenger 650,female,45.723324826181546,0,0,TKT00650,77.3855,,S
651,0,2,Passenger 651,male,29.37006709299791,1,0,TKT00651,34.5635,,S
652,0,3,Passenger 652,male,2.5481616214265443,0,0,TKT00652,6.5533,,S
653,1,3,Passenger 653,male,39.88357645378343,0,0,TKT00653,11.2387,,S
654,0,1,Passenger 654,male,6.761569660124369,0,0,TKT00654,68.1955,,S
655,0,3,Passenger 655,male,34.32318987587432,0,2,TKT00655,15.8877,,S
656,0,2,Passenger 656,male,17.575506453609762,0,1,TKT00656,18.8418,,S
657,1,3,Passenger 657,female,13.762249999262487,0,1,TKT00657,3.896,,C
658,0,2,Passenger 658,male,23.813259760884335,0,0,TKT00658,15.3653,,S
659,0,3,Passenger 659,male,27.43383421001836,1,0,TKT00659,11.6748,,S
660,1,2,Passenger 660,male,20.981084494589723,0,0,TKT00660,25.7291,,C
661,1,2,Passenger 661,male,38.241845895012105,2,1,TKT00661,53.3334,,S
662,1,3,Passenger 662,male,23.75502870157633,0,0,TKT00662,15.598,,S
663,1,1,Passenger 663,male,43.72267220340551,0,0,TKT00663,72.6159,,S
664,0,1,Passenger 664,male,33.936424319008715,0,2,TKT00664,68.9871,,S
665,1,2,Passenger 665,female,20.234199107651687,0,0,TKT00665,41.0897,,S
666,0,3,Passenger 666,female,17.876841626347996,0,0,TKT00666,9.2014,,S
667,0,3,Passenger 667,male,6.9350518133358605,0,1,TKT00667,11.2659,,S
668,0,3,Passenger 668,male,,0,0,TKT00668,7.3503,,S
669,1,2,Passenger 669,female,25.035774338480987,1,1,TKT00669,47.3413,,S
670,1,2,Passenger 670,female,0.5,0,1,TKT00670,29.8296,,S
671,0,1,Passenger 671,male,,2,0,TKT00671,50.9126,,S
672,1,3,Passenger 672,female,17.385523590430672,0,0,TKT00672,11.3976,,S
673,1,3,Passenger 673,female,52.059486290389245,0,0,TKT00673,15.0933,,
674,1,3,Passenger 674,female,6.161099433493664,0,1,TKT00674,10.7197,,S
675,0,3,Passenger 675,male,,1,1,TKT00675,9.4347,,S
676,0,2,Passenger 676,male,45.5395750034798,0,0,TKT00676,18.624,,C
677,0,3,Passenger 677,male,48.994684204495485,0,1,TKT00677,13.9774,,Q
678,0,3,Passenger 678,male,,0,0,TKT00678,10.2142,,S
679,0,1,Passenger 679,male,21.15079848067525,0,0,TKT00679,57.0715,,S
680,0,2,Passenger 680,male,38.62729555174638,0,0,TKT00680,13.7035,,S
681,1,1,Passenger 681,male,0.5,1,1,TKT00681,72.4889,,S
682,1,1,Passenger 682,male,3.943288416922215,0,0,TKT00682,64.518,,C
683,1,1,Passenger 683,female,,0,0,TKT00683,60.5672,,S
684,0,3,Passenger 684,male,51.69846792580776,0,0,TKT00684,13.1228,,Q
685,0,3,Passenger 685,male,23.899778765665644,0,1,TKT00685,16.8022,,S
686,1,2,Passenger 686,female,,0,1,TKT00686,34.2806,,S
687,1,2,Passenger 687,female,45.87304981589617,1,1,TKT00687,32.0598,,C
688,1,3,Passenger 688,female,59.496386265894046,0,0,TKT00688,10.7683,,S
689,1,3,Passenger 689,female,21.924121375923626,0,0,TKT00689,9.2976,,C
690,1,3,Passenger 690,female,29.764285867732035,0,0,TKT00690,7.5018,,S
691,0,2,Passenger 691,male,55.50877309879979,0,1,TKT00691,19.1433,,C
692,0,3,Passenger 692,male,8.689210147320004,1,0,TKT00692,12.1066,,S
693,0,1,Passenger 693,male,,0,1,TKT00693,49.1397,,S
694,0,2,Passenger 694,male,15.743582546942385,1,0,TKT00694,26.1043,,C
695,1,3,Passenger 695,female,31.434613139444195,0,1,TKT00695,7.7714,,S
696,0,3,Passenger 696,male,26.60333333639616,0,1,TKT00696,5.6829,,S
697,0,3,Passenger 697,male,16.58783759018279,1,1,TKT00697,17.3508,,C
698,0,3,Passenger 698,male,16.23657301278415,2,1,TKT00698,9.6932,,S
699,0,3,Passenger 699,male,33.86980109955256,3,1,TKT00699,8.2337,,C
